Identifier,Company Name,GICS Industry Name,Exchange Name,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ANZ.AX,ANZ Group Holdings Ltd,Banks,ASX - ALL MARKETS,0.12843796796495885,0.1287693119038524,0.11747450784088277,0.1236133581728609,0.05538833434011463,0.10115926490297505,0.10598414663917743,0.0843924255272244,0.10911120490294628,0.11674807805808454,0.11571089874639823,0.08465989226000606,0.09168094961770183,0.09660245409865036,0.07471365957583098,0.0657105071355426,0.07026299964675334,0.08090425627248238,0.06805582589512586,0.06247839398803556
ASML.AS,ASML Holding NV,Semiconductors & Semiconductor Equipment,EURONEXT - EURONEXT AMSTERDAM,1.7607810511146604,2.178890028602061,2.3135826558559995,2.29346897620207,1.395863620736479,2.5156689196578967,1.9312682248673,1.8528901024161002,2.5564858314447783,2.4912505644303864,2.9969121071496123,2.464494249919738,2.5094224317123768,3.195570077239637,2.730207231893486,4.670105967722155,5.777287544277672,8.940108161949007,5.231037147797866,6.379488713841667
ASX.AX,ASX Ltd,Capital Markets,ASX - ALL MARKETS,3.506877293514855,4.056517336233727,0.6364193074461248,1.392772613077629,0.7364481983000121,0.9713466823946031,1.0162153187184588,0.8198713892976796,0.8438452869960362,0.8398763979587739,0.9357815540839198,0.7680119324433299,0.6841936042192575,0.8661404747785819,0.7600651804395931,0.886691225856987,0.861798704351482,1.0374592394177045,0.8235330627638103,0.7384593011971944
ACN.N,Accenture PLC,IT Services,"NEW YORK STOCK EXCHANGE, INC.",1.7413956183702506,2.567022043908013,2.8064021271578485,2.2761231469186862,1.9840053785281158,2.361665844179308,2.191718982768978,2.2574605390582834,2.744036815568627,3.1047610894873143,3.2603059152336473,3.3360194954108406,3.355082719845711,4.023943470621782,3.017354429791258,3.7308084950391724,3.9998085806292187,5.774275893761535,3.428302179271233,4.181578531938835
AIXGn.DE,Aixtron SE,Semiconductors & Semiconductor Equipment,XETRA,1.1277352438187869,1.0519314671936626,1.1383269445351123,2.9019091124403635,1.3649290767288011,4.132521435664628,3.367615124045108,1.289925045608927,1.6183275068220078,2.1114108641096947,1.988756851446879,0.9715526542678716,0.8013587235176525,2.87325758738962,1.7569789665455555,1.708687537529207,2.7466987275246733,2.7224463298395722,3.3869762772594476,4.256990204535013
AKAM.OQ,Akamai Technologies Inc,IT Services,NASDAQ/NGS (GLOBAL SELECT MARKET),8.992566480850101,3.397713715192053,6.658607060000056,3.4717010285336105,1.3590178585194403,2.0791379626157482,3.6465653857564706,2.4694249476252623,2.8000862868838903,2.8553480171147365,2.800542583651419,2.2395109473575716,2.6424084778966903,2.3664934017994734,1.8213613660187082,1.9921991766099805,2.2013723108860748,2.3365786251198446,1.5963972849194306,1.8031160967176183
ALL.N,Allstate Corp,Insurance,"NEW YORK STOCK EXCHANGE, INC.",0.23704052430415765,0.22471683236352452,0.2582603833032484,0.19058181418098818,0.13026424724402438,0.12148944346621235,0.1310978792411021,0.11064278173428227,0.1515705766973619,0.1982550194300518,0.2706929451783294,0.22977985464607859,0.2513070265297855,0.3342109576605113,0.25355472895170555,0.30370041887619836,0.26531466022827754,0.3391737351533588,0.3670046457704436,0.35439479904336124
APH.N,Amphenol Corp,"Electronic Equipment, Instruments & Components","NEW YORK STOCK EXCHANGE, INC.",2.471192882297616,2.0355251960114615,2.470592432293567,3.08939220166212,1.4078124133755088,2.4601691422857472,2.2949028365004036,1.6923563053613708,1.9891131246065787,2.288495772224121,2.3837066512518073,2.158704968857932,2.439166908821349,2.6798321283499433,2.4304397973857377,2.9669730894188895,3.1734821727604583,3.5632977581834466,2.95640786859104,3.5888332122561475
AAPL.OQ,Apple Inc,"Technology Hardware, Storage & Peripherals",NASDAQ/NGS (GLOBAL SELECT MARKET),2.248395790760681,3.52145235581052,2.876111001060481,4.794642599704736,1.5999013444643269,2.5405289840351144,2.5426143786118534,2.144213752641085,2.4139902629550725,2.1598635994332276,2.2296269582737778,1.8142309631752702,1.6225137792651052,2.37577310755349,2.211236929775845,4.028444299418317,6.359732330499542,8.225666289832887,5.862284261407952,8.204206648473889
AMAT.OQ,Applied Materials Inc,Semiconductors & Semiconductor Equipment,NASDAQ/NGS (GLOBAL SELECT MARKET),2.374419790919792,2.558168595102544,2.710320668855492,2.3032306861704415,1.223067124886815,1.9528594500912502,1.7045955484726107,1.008828607624991,1.1321456795372666,1.7678289210794653,2.310542114495218,1.401510345742749,2.384414428564173,2.7807887790143675,1.7798879081733114,2.936825175668629,3.5314982372970074,5.413995922760116,3.07574370008082,4.3831900064222395
AMAT.OQ,Applied Materials Inc,Semiconductors & Semiconductor Equipment,NASDAQ/NGS (GLOBAL SELECT MARKET),2.548097887747948,3.0407023694933266,2.4100017350091507,2.2312353571902976,1.4060083613764556,1.708540754222772,1.3457887001226463,1.1554597033787803,1.1376921874748818,1.616059184496736,1.988442763023256,1.4724996824042553,1.7890168507224884,3.062447530180911,1.6497457677050043,2.499448044643672,3.056711717262343,5.231476640921948,2.6750732574558236,3.914413255466564
2388.HK,BOC Hong Kong Holdings Ltd,Banks,HONG KONG EXCHANGES AND CLEARING LTD,0.1970513506306666,0.18957165682320784,0.2401474171595328,0.21637995761864748,0.0809147929607653,0.15343160724871718,0.16835840078246178,0.1118999355162754,0.13917913154821207,0.12835456976187817,0.125316426118919,0.10515918873441649,0.12459747249441536,0.1579285238327236,0.10408237124868581,0.09451038123395591,0.07481534409591617,0.07422440761226336,0.07670409697398473,0.057936292017205154
BBVA.MC,Banco Bilbao Vizcaya Argentaria SA,Banks,BOLSA DE MADRID,0.1350821351232415,0.13031452062383725,0.15738095667339527,0.12628117169960798,0.06020241263826779,0.08926949719741457,0.06098246832571935,0.05619644357444082,0.0610621519456682,0.08885015772513678,0.07504179148019298,0.05721780519594043,0.05754994174016178,0.06872167359162044,0.045676800186777014,0.04777493069896522,0.03666534797811927,0.052599881880515384,0.04770967335902668,0.06192044639585955
SABE.MC,Banco de Sabadell SA,Banks,BOLSA DE MADRID,0.11579963765710127,0.1296059746337926,0.14257488021715956,0.11915552326330606,0.07433789697557538,0.056206665043863874,0.03811490827060493,0.04063563720676496,0.036182151838734876,0.04651205290147717,0.05432611400652183,0.042626949994687025,0.034964226557379824,0.04209769360501352,0.025322584011220808,0.026153957821137715,0.0084489213195835,0.013164856163489575,0.0197269797108128,0.025746865622839166
BAC.N,Bank of America Corp,Banks,"NEW YORK STOCK EXCHANGE, INC.",0.1709252854334169,0.14347553251993533,0.1642472855004703,0.1067320025553899,0.03886123868552534,0.0584156460539352,0.059792187510102617,0.026819264255370713,0.05707435700148508,0.07891585496684779,0.08987915847196577,0.08219935151541281,0.10254563029989483,0.13545629062428494,0.10118942783215339,0.13015505358010976,0.09299321347204789,0.11487946773340232,0.08707646741409364,0.08378701417366032
BK.N,Bank of New York Mellon Corp,Capital Markets,"NEW YORK STOCK EXCHANGE, INC.",0.27509868738693943,0.24013075138907927,0.28680509759345385,0.2809027430133161,0.13698709362335376,0.15871298017783098,0.1515080266109622,0.07422695692088938,0.08329394412100616,0.10656477960888186,0.12027179258920902,0.11440784869724212,0.1502286842344566,0.14835953478494074,0.12825907876764048,0.1216600324763832,0.08007870733998675,0.1079198613508296,0.0906713824876843,0.09766408976327044
BKT.MC,Bankinter SA,Banks,BOLSA DE MADRID,0.09686066521071374,0.08953952004179828,0.10165144548642395,0.10118733741118895,0.048211929766621184,0.062219447691127944,0.03607460654191949,0.03807885385870565,0.03043624506974796,0.08097290136704104,0.10505825317824943,0.10027615349889475,0.09847293778955751,0.0995986828137931,0.08245902959902525,0.07012097556718375,0.041314258644702936,0.037523435427253775,0.05240673980537393,0.04609992507306454
BARC.L,Barclays PLC,Banks,LONDON STOCK EXCHANGE,0.07040176396487428,0.04270916155770974,0.0478607912386497,0.027127891237411005,0.006255486252412598,0.02284083653931416,0.021397076678652576,0.013749060868159392,0.021584300871661216,0.032613303710554986,0.029597318467075875,0.032859541520406106,0.03124006207311395,0.030567836847096966,0.022755392976579348,0.02729043437466526,0.01886798908328297,0.022630523937888485,0.01661732660603362,0.015752441053987223
BC8G.DE,Bechtle AG,IT Services,XETRA,0.9089210653231368,0.8399163175873164,0.9699161988601525,1.2988375040166507,0.5875774969653286,0.7659307063173961,0.9245847708792662,0.686631648702179,0.7637791807661044,1.1458831694598766,1.369612212697005,1.6176481595582457,1.6348836952805204,2.022912821536056,1.4017218653160843,2.1933223622418967,2.807135834082929,2.6157676135227836,1.2081538989846505,1.5037748584148725
CME.OQ,CME Group Inc,Capital Markets,NASDAQ/NGS (GLOBAL SELECT MARKET),2.7271979537464315,3.191687877698712,4.121115105636682,1.7986497872546001,0.289446401703742,0.6268477586850271,0.6152179655867557,0.3968908285396713,0.43466804185527697,0.48476087128255013,0.4133456981935591,0.4549317945498327,0.5642789109398365,0.6557430524374862,0.8687160651140938,0.9563231044024287,0.5242569919280183,0.41725543039491253,0.3473007570438356,0.5845049684078082
CDNS.OQ,Cadence Design Systems Inc,Software,NASDAQ/NGS (GLOBAL SELECT MARKET),1.248680151881088,1.411320809616995,1.443293263985184,1.1811709770404144,0.5583708251614874,1.1413179284865096,1.274260317657709,1.6080848887932508,1.6540911949175363,1.6611056053999813,1.7301141964807594,2.6394594619944876,3.4483879597960425,4.8820551747746945,4.969320998406419,5.7970289390791505,9.632150656135426,11.774214514332014,8.578063694272476,13.070225693982053
CM.TO,Canadian Imperial Bank of Commerce,Banks,TORONTO STOCK EXCHANGE,0.09135102027966523,0.09253363995354966,0.10474759134443258,0.06540622461183514,0.05477497583058479,0.08033230022725416,0.08936423707680134,0.07556800874885784,0.08264119592888192,0.0892272989839475,0.09264185873921002,0.07388365764376272,0.0866608368321393,0.09805320422633813,0.07273839998341261,0.07485453663485715,0.06579070073576408,0.07780608189554011,0.0528712927118731,0.063774885851931
CAPP.PA,Capgemini SE,IT Services,EURONEXT - EURONEXT PARIS,0.46645241857745606,0.5859656821679152,0.7861176010679811,0.6850432847595064,0.4593885175850605,0.5342506630598044,0.5458526027949456,0.34148133198565556,0.49913371787042105,0.7682822084935164,0.8491586182494117,0.9062447314271606,0.8354624120390067,1.0449923009520858,0.8801730975875859,1.0169134183126542,0.974852752646442,1.5458067416469008,1.062448703730524,1.3190194869939245
COF.N,Capital One Financial Corp,Consumer Finance,"NEW YORK STOCK EXCHANGE, INC.",0.3802830445979055,0.29134281347565033,0.15634665640162432,0.13134229916111037,0.07480760511209182,0.10161173296711976,0.09846326217546061,0.09435899004679181,0.10778173834678734,0.14775908033125318,0.1482416027673307,0.11496259905570456,0.11784897426120247,0.13199822157809965,0.09610749751861554,0.12037120643500314,0.10761192349111247,0.14282196580150378,0.0779413008114678,0.10436862253695157
